feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Rountreeviridae	Group	MI	-2.37084397741177	0.456143902234166	84	80	1.45079182439508e-06	9.56667090813816e-05
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Rountreeviridae.g__Andhravirus	Group	MI	-2.33921560696966	0.454798736559585	84	80	1.80503224681852e-06	9.56667090813816e-05
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Rountreeviridae.g__Andhravirus.s__Staphylococcus_virus_Andhra	Group	MI	-2.33921560696966	0.454798736559585	84	80	1.80503224681852e-06	9.56667090813816e-05
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Chivirus	Group	MI	-2.71647263406354	0.506818260440946	84	82	7.49532530054278e-07	9.56667090813816e-05
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Chivirus.s__Salmonella_phage_TS13	Group	MI	-2.67503796539128	0.488000083914105	84	82	4.54062472432742e-07	9.56667090813816e-05
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Herelleviridae.g__Tsarbombavirus.s__Enterobacteria_phage_P4	Group	MI	-0.338773598731742	0.119964243114544	84	9	0.00595299742419332	0.240934634631943
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae	Group	MI	-0.869366745364549	0.310448692806369	84	84	0.0063643111034853	0.240934634631943
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Unclassified.s__crAssphage_cr114_1	Group	MI	0.780458180848561	0.292139173614596	84	18	0.00910516306528565	0.274111870660906
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Chivirus.s__Staphylococcus_phage_SPbeta.like	Group	MI	-1.44241365663335	0.541566195825392	84	25	0.00930945975829493	0.274111870660906
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Peduovirus.s__Escherichia_virus_12474III	Group	MI	0.43797957992101	0.167927869648265	84	11	0.010814892038516	0.286594639020674
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae	Group	MI	1.26272008185919	0.533136341844222	84	83	0.0202140205199033	0.399020217153147
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Unclassified	Group	MI	1.70668257371551	0.733107210596482	84	73	0.0223757407376337	0.399020217153147
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Unclassified.s__crAssphage_cr52_1	Group	MI	0.484059897845345	0.208263820187831	84	12	0.0225860500275366	0.399020217153147
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Rountreeviridae.g__Rosenblumvirus	Group	MI	-0.483509451927465	0.204126897193827	84	15	0.0202040182464029	0.399020217153147
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Rountreeviridae.g__Rosenblumvirus.s__Staphylococcus_virus_CSA13	Group	MI	-0.390138739019503	0.165241823132906	84	15	0.0205979414148873	0.399020217153147
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Busanvirus	Group	MI	0.643496440614077	0.301455854962653	84	40	0.0357769274849361	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Busanvirus.s__Acidovorax_virus_ACP17	Group	MI	0.589403180893338	0.293408263943305	84	40	0.0478473095283542	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Eganvirus	Group	MI	-0.670082019411153	0.346026946170581	84	14	0.0562508477594419	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Lagaffevirus	Group	MI	1.05899715194867	0.559632641354593	84	25	0.0619790846445009	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Lagaffevirus.s__Faecalibacterium_virus_Lagaffe	Group	MI	1.05158007639841	0.549426703722828	84	25	0.0591141329156828	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Lubbockvirus.s__Clostridium_virus_phiC2	Group	MI	-0.464583355441616	0.252987420281488	84	15	0.0699240303587627	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Mushuvirus	Group	MI	1.03860335885754	0.509839692906783	84	29	0.0448639474253219	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Mushuvirus.s__Faecalibacterium_virus_Mushu	Group	MI	1.07997909689792	0.496114308922128	84	29	0.0323652837678178	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Peduovirus.s__Escherichia_virus_Wphi	Group	MI	0.399170159817312	0.184906939938931	84	13	0.0337916383086424	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Peduovirus.s__Escherichia_virus_pro147	Group	MI	0.415991994975391	0.212598134740572	84	12	0.0537855697641841	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Peduovirus.s__Yersinia_phage_vB_YpM_22	Group	MI	0.504585888949126	0.246108686612004	84	15	0.0435341465854766	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Peduovirus.s__Yersinia_phage_vB_YpM_46	Group	MI	0.548470225067865	0.257622730805307	84	15	0.0362571464695011	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Peduovirus.s__Yersinia_phage_vB_YpM_50	Group	MI	0.415764615172746	0.217105576934227	84	16	0.0589747933440975	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Punavirus.s__Escherichia_virus_RCS47	Group	MI	-1.00353444570201	0.513413205426576	84	76	0.0540341811177246	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Vimunumvirus	Group	MI	-0.775736177617581	0.421693438426915	84	51	0.0694497344563531	0.472880562822289
k__Viruses.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Unclassified.s__crAssphage_cr60_1	Group	MI	0.70541202853419	0.338576607518017	84	45	0.0403234086058154	0.472880562822289
